,overview_matchesplayed,overview_matcheswon,overview_matcheslost,overview_matchesabandoned,overview_timeplayed,overview_kills,overview_deaths,overview_attackerroundswon,overview_attackerteamkillsinobj,overview_attackerenemykillsinobj,overview_attackerteamkillsoutobj,overview_attackerenemykillsoutobj,overview_defenderroundswon,overview_defenderteamkillsinobj,overview_defenderenemykillsinobj,overview_defenderteamkillsoutobj,overview_defenderenemykillsoutobj,overview_headshots,overview_headshotsmissed,overview_headshotpercentage,overview_wallbangs,overview_damagedealt,overview_assists,overview_teamkills,overview_playstyleattackerbreacher,overview_playstyleattackerentryfragger,overview_playstyleattackerintelprovider,overview_playstyleattackerroamclearer,overview_playstyleattackersupporter,overview_playstyleattackerutilityclearer,overview_playstyledefenderdebuffer,overview_playstyledefenderentrydenier,overview_playstyledefenderintelprovider,overview_playstyledefendersupporter,overview_playstyledefendertrapper,overview_playstyledefenderutilitydenier,overview_kdratio,overview_killspermatch,overview_killspermin,overview_winpercentage,overview_timealive,is_cheater
872,377,210,110,0,0,1277,1024,530,0,0,0,0,551,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,3.39,1277.0,55.7,0,1
873,891,688,198,0,1146517,6338,3044,1344,0,0,0,0,1452,0,0,0,0,0,0,0.0,0,0,0,0,641,143,566,641,39,24,369,147,265,150,331,91,2.08,7.11,0.33,77.22,376,1
874,25,23,2,0,0,203,66,44,0,0,0,0,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,8.12,203.0,92.0,0,1
875,102,66,36,0,0,326,424,163,0,0,0,0,189,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,3.2,326.0,64.71,0,1
876,2634,1311,1289,0,0,8596,10322,3657,0,0,0,0,3958,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,3.26,8596.0,49.77,0,1
877,873,391,472,0,0,1916,3009,934,0,0,0,0,1083,0,0,0,0,0,0,0.0,0,0,0,0,86,119,71,86,60,78,90,121,69,35,151,67,0.64,2.19,1916.0,44.79,0,1
878,96,75,21,0,0,505,161,92,0,0,0,0,183,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,5.26,505.0,78.12,0,1
879,303,182,121,0,0,1773,1497,464,0,0,0,0,549,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,5.85,1773.0,60.07,0,1
880,19,19,0,0,0,121,19,40,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.37,121.0,100.0,0,1
881,210,118,85,0,0,954,643,264,0,0,0,0,303,0,0,0,0,0,0,0.0,0,0,0,0,53,135,146,53,80,256,161,61,208,138,50,163,1.48,4.54,954.0,56.19,0,1
882,412,190,206,0,0,1210,1300,349,0,0,0,0,370,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,2.94,1210.0,46.12,0,1
883,303,271,32,0,0,1738,621,715,0,0,0,0,631,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,5.74,1738.0,89.44,0,1
884,794,415,358,0,1325159,2923,2644,1064,0,0,0,0,1232,0,0,0,0,0,0,0.0,0,0,0,0,100,290,123,100,261,313,137,339,151,157,231,273,1.11,3.68,0.13,52.27,501,1
885,407,247,140,0,0,2223,1459,622,0,0,0,0,679,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,5.46,2223.0,60.69,0,1
886,91,80,11,0,0,1098,151,69,0,0,0,0,272,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,12.07,1098.0,87.91,0,1
887,223,122,101,0,0,1291,1004,297,0,0,0,0,379,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,5.79,1291.0,54.71,0,1
888,251,141,75,0,0,913,742,319,0,0,0,0,380,0,0,0,0,0,0,0.0,0,0,0,0,42,236,132,42,132,262,171,166,257,152,177,278,1.23,3.64,913.0,56.18,0,1
889,50,49,1,0,0,453,64,101,0,0,0,0,80,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,9.06,453.0,98.0,0,1
890,335,199,136,0,0,1496,1393,469,0,0,0,0,555,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,4.47,1496.0,59.4,0,1
891,460,241,213,0,0,2031,1957,691,0,0,0,0,861,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,4.42,2031.0,52.39,0,1
892,1497,782,651,21,2257094,7089,6390,2029,0,0,0,0,2471,0,0,0,0,0,0,0.0,0,0,0,0,395,2067,1122,395,716,1083,713,1075,866,978,924,1452,1.11,4.74,0.19,52.24,353,1
893,577,299,248,0,909998,2210,2094,670,0,0,0,0,766,0,0,0,0,0,0,0.0,0,0,0,0,267,569,384,267,270,288,357,238,406,281,238,267,1.06,3.83,0.15,51.82,434,1
894,1219,628,569,0,0,4332,3201,1517,0,0,0,0,1750,0,0,0,0,0,0,0.0,0,0,0,0,112,110,77,112,73,56,33,66,66,88,32,163,1.35,3.55,4332.0,51.52,0,1
895,428,256,139,0,0,1893,1501,594,0,0,0,0,694,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,4.42,1893.0,59.81,0,1
896,299,141,155,0,366749,686,934,338,0,0,0,0,392,0,0,0,0,16,1,94.12,1,0,0,0,18,35,28,18,13,17,7,33,13,35,8,18,0.73,2.29,0.11,47.16,392,1
897,806,469,337,0,0,4075,2473,1019,0,0,0,0,1090,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,5.06,4075.0,58.19,0,1
898,27,19,8,0,0,163,79,52,0,0,0,0,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,6.04,163.0,70.37,0,1
899,244,105,139,0,233902,823,775,219,0,8,1,13,316,0,5,1,9,11,25,30.56,8,4799,9,2,19,8,16,19,29,0,35,3,45,14,1,0,1.06,3.37,0.21,43.03,301,1
900,60,44,16,0,0,317,107,77,0,0,0,0,74,0,0,0,0,0,0,0.0,0,0,0,0,28,36,19,28,22,35,26,33,29,28,23,35,2.96,5.28,317.0,73.33,0,1
901,72,51,21,0,88089,561,168,90,0,0,0,0,101,0,0,0,0,0,0,0.0,0,0,0,0,29,78,71,29,30,81,70,49,38,78,53,92,3.34,7.79,0.38,70.83,524,1
902,212,104,105,0,0,713,716,241,0,0,0,0,286,0,0,0,0,0,0,0.0,0,0,0,0,7,68,10,7,53,39,10,72,18,65,50,69,1.0,3.36,713.0,49.06,0,1
903,80,60,20,0,0,505,243,109,0,0,0,0,137,0,0,0,0,0,0,0.0,0,0,0,0,5,27,10,5,5,8,18,14,8,24,8,29,2.08,6.31,505.0,75.0,0,1
904,886,502,382,0,1553370,4250,4167,1346,0,0,0,0,1545,0,0,0,0,0,0,0.0,0,0,0,0,4,27,5,4,21,29,21,7,38,32,5,23,1.02,4.8,0.16,56.66,372,1
905,420,240,171,0,0,2136,1791,645,0,0,0,0,700,0,0,0,0,0,0,0.0,0,0,0,0,33,184,140,33,56,114,126,124,116,56,128,100,1.19,5.09,2136.0,57.14,0,1
906,40,25,2,13,30023,276,47,51,0,0,0,0,49,0,0,0,0,0,0,0.0,0,0,0,0,2,19,6,2,32,18,29,5,6,28,18,17,5.87,6.9,0.55,62.5,638,1
907,162,103,52,0,0,975,747,301,0,0,0,0,266,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,6.02,975.0,63.58,0,1
908,1040,524,404,0,1585345,4584,4002,1611,0,0,0,0,1748,0,0,0,0,0,0,0.0,0,0,0,0,0,8,1,0,2,2,6,4,3,1,4,4,1.15,4.41,0.17,50.38,396,1
909,237,144,93,0,0,1627,677,332,0,0,0,0,325,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,6.86,1627.0,60.76,0,1
910,145,95,40,0,0,936,509,213,0,0,0,0,227,0,0,0,0,0,0,0.0,0,0,0,0,12,209,49,12,78,96,130,110,89,133,62,186,1.84,6.46,936.0,65.52,0,1
911,157,154,3,0,0,1835,258,72,0,0,0,0,551,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11,11.69,1835.0,98.09,0,1
912,1064,536,485,0,0,3497,3966,1407,0,0,0,0,1679,0,0,0,0,0,0,0.0,0,0,0,0,73,89,57,73,59,60,62,88,38,23,36,90,0.88,3.29,3497.0,50.38,0,1
913,262,214,48,0,0,1395,456,32,0,0,0,0,661,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,5.32,1395.0,81.68,0,1
914,70,62,8,0,0,744,110,126,0,0,0,0,112,0,0,0,0,0,0,0.0,0,0,0,0,50,71,41,50,83,37,60,16,44,67,42,31,6.76,10.63,744.0,88.57,0,1
915,54,51,3,0,0,1089,176,106,0,0,0,0,102,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19,20.17,1089.0,94.44,0,1
916,31,28,3,0,0,382,68,74,0,0,0,0,69,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62,12.32,382.0,90.32,0,1
917,1455,709,735,4,2428560,4663,5385,2066,0,0,0,0,2249,0,0,0,0,0,0,0.0,0,0,0,0,26,128,64,26,78,56,35,53,99,34,23,121,0.87,3.2,0.12,48.73,450,1
918,712,396,300,5,2360974,3016,2776,1084,0,0,0,0,1281,0,0,0,0,0,0,0.0,0,0,0,0,105,299,165,105,100,246,185,181,191,134,126,396,1.09,4.24,0.08,55.62,850,1
919,315,196,61,0,0,1687,704,402,0,0,0,0,420,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.36,1687.0,62.22,0,1
920,530,431,99,0,0,2751,1272,871,0,0,0,0,958,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,5.19,2751.0,81.32,0,1
921,34,34,0,0,0,221,53,90,0,0,0,0,63,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,6.5,221.0,100.0,0,1
922,56,49,7,0,0,309,114,113,0,0,0,0,97,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,5.52,309.0,87.5,0,1
923,671,315,287,69,754336,2051,1882,601,0,0,0,0,792,0,0,0,0,949,1059,47.26,0,0,0,0,26,26,93,26,498,840,361,340,93,599,394,409,1.09,3.06,0.16,46.94,400,1
924,190,110,72,8,451918,1050,709,198,0,25,2,174,300,0,25,0,227,328,139,70.24,41,61747,33,2,34,132,99,34,67,144,235,43,77,53,77,188,1.48,5.53,0.14,57.89,637,1
925,314,148,136,0,0,712,978,375,0,0,0,0,368,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,2.27,712.0,47.13,0,1
926,21,21,0,0,0,280,15,6,0,0,0,0,74,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67,13.33,280.0,100.0,0,1
927,39,24,15,0,0,200,120,57,0,0,0,0,61,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,5.13,200.0,61.54,0,1
928,35,27,8,0,0,328,173,78,0,0,0,0,92,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,9.37,328.0,77.14,0,1
929,278,162,116,0,0,1571,1224,425,0,0,0,0,512,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,5.65,1571.0,58.27,0,1
930,369,176,151,1,410245,1215,973,335,0,0,0,0,430,0,0,0,0,0,0,0.0,0,0,0,0,70,170,137,70,140,210,129,203,124,154,169,207,1.25,3.29,0.18,47.7,421,1
931,28,26,2,0,25769,173,56,4891,0,0,0,0,4555,0,0,0,0,0,0,0.0,0,0,0,0,5,4,1,5,15,33,3,3,14,48,3,3,3.09,6.18,0.4,92.86,460,1
932,265,139,101,0,152149,969,656,273,0,0,0,0,305,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.48,3.66,0.38,52.45,231,1
933,71,43,19,9,71575,339,193,80,0,0,0,0,83,0,0,0,0,0,0,0.0,0,0,0,0,6,22,15,6,102,40,9,61,4,64,59,44,1.76,4.77,0.28,60.56,370,1
934,334,188,90,0,0,1524,1077,492,0,0,0,0,494,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,4.56,1524.0,56.29,0,1
935,1075,551,503,0,1616468,4165,4569,1466,0,0,0,0,1688,0,0,0,0,0,0,0.0,0,0,0,0,329,528,87,329,225,221,221,253,381,275,215,193,0.91,3.87,0.15,51.26,353,1
936,38,38,0,0,0,409,86,75,0,0,0,0,76,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,10.76,409.0,100.0,0,1
937,52,25,17,10,41396,331,155,65,0,0,0,0,64,0,0,0,0,0,0,0.0,0,0,0,0,15,66,0,15,31,15,0,80,0,30,12,68,2.14,6.37,0.48,48.08,267,1
938,54,43,4,7,40999,298,113,76,0,0,0,0,70,0,0,0,0,0,0,0.0,0,0,0,0,2,37,49,2,24,45,14,30,17,39,11,55,2.64,5.52,0.44,79.63,362,1
939,1485,774,708,0,0,6339,4793,1901,0,0,0,0,1993,0,0,0,0,0,0,0.0,0,0,0,0,0,16,2,0,2,2,0,4,0,6,0,10,1.32,4.27,6339.0,52.12,0,1
940,72,54,18,0,0,241,195,107,0,0,0,0,108,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,3.35,241.0,75.0,0,1
941,317,155,132,0,0,994,984,310,0,0,0,0,390,0,0,0,0,0,0,0.0,0,0,0,0,407,107,452,407,53,139,79,178,393,393,69,248,1.01,3.14,994.0,48.9,0,1
942,866,414,434,5,1539858,3690,4021,1292,0,0,0,0,1532,0,0,0,0,0,0,0.0,0,0,0,0,136,627,183,136,41,281,254,273,438,387,184,311,0.92,4.26,0.14,47.81,382,1
943,1248,630,545,0,0,5276,5191,1683,0,0,0,0,2144,0,0,0,0,0,0,0.0,0,0,0,0,28,1186,95,28,41,377,367,205,483,657,353,1033,1.02,4.23,5276.0,50.48,0,1
944,319,185,124,0,0,1871,1126,412,0,0,0,0,508,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,5.87,1871.0,57.99,0,1
945,132,106,26,0,0,1151,244,241,0,0,0,0,224,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,8.72,1151.0,80.3,0,1
946,435,225,147,0,0,2348,1545,644,0,0,0,0,723,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,5.4,2348.0,51.72,0,1
947,249,135,103,0,239210,1048,1034,373,0,0,0,0,434,0,0,0,0,0,0,0.0,0,0,0,0,31,49,33,31,20,12,41,36,24,41,41,49,1.01,4.21,0.26,54.22,231,1
948,466,241,205,20,672309,1590,1557,636,0,0,0,0,764,0,0,0,0,0,0,0.0,0,0,0,0,202,519,413,202,675,344,540,350,540,490,216,317,1.02,3.41,0.14,51.72,431,1
949,145,135,10,0,0,946,287,112,0,0,0,0,400,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,6.52,946.0,93.1,0,1
950,1143,638,487,0,0,5727,4869,1702,0,0,0,0,1946,0,0,0,0,0,0,0.0,0,0,0,0,8,15,21,8,19,25,19,18,7,17,16,24,1.18,5.01,5727.0,55.82,0,1
951,240,135,102,0,0,1041,888,281,0,0,0,0,352,0,0,0,0,0,0,0.0,0,0,0,0,154,263,96,154,123,245,202,226,157,136,294,163,1.17,4.34,1041.0,56.25,0,1
952,392,308,28,0,0,2353,705,719,0,0,0,0,668,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,6.0,2353.0,78.57,0,1
953,177,107,67,0,0,1169,493,220,0,0,0,0,258,0,0,0,0,0,0,0.0,0,0,0,0,30,232,25,30,71,131,91,24,158,269,26,186,2.37,6.6,1169.0,60.45,0,1
954,37,28,6,3,43267,233,95,51,0,0,0,0,57,0,0,0,0,0,0,0.0,0,0,0,0,13,24,20,13,21,45,27,17,12,46,23,55,2.45,6.3,0.32,75.68,455,1
955,450,236,194,19,762655,2034,1575,691,0,0,0,0,819,0,0,0,0,0,0,0.0,0,0,0,0,220,415,343,220,398,293,206,347,363,464,280,227,1.29,4.52,0.16,52.44,484,1
956,404,243,126,2,348228,1633,1285,516,0,0,0,5,588,0,0,0,2,11,30,26.83,4,880,0,0,99,211,263,99,150,286,226,231,110,222,282,225,1.27,4.04,0.28,60.15,270,1
957,75,51,24,0,0,547,282,108,0,0,0,0,138,0,0,0,0,0,0,0.0,0,0,0,0,57,6,70,57,16,14,12,6,24,75,12,46,1.94,7.29,547.0,68.0,0,1
958,52,30,8,14,37131,274,68,51,0,0,0,0,51,0,0,0,0,0,0,0.0,0,0,0,0,31,48,21,31,24,6,21,4,23,43,8,33,4.03,5.27,0.44,57.69,546,1
959,50,41,9,0,64288,413,155,78,0,0,0,0,83,0,0,0,0,0,0,0.0,0,0,0,0,42,75,24,42,33,4,40,32,33,46,32,29,2.66,8.26,0.39,82.0,414,1
960,944,542,348,0,0,3995,3226,1402,0,0,0,0,1492,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,4.23,3995.0,57.42,0,1
961,31,27,4,0,0,350,76,44,0,0,0,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,11.29,350.0,87.1,0,1
962,185,98,30,57,159553,853,268,185,0,0,0,0,213,0,0,0,0,0,0,0.0,0,0,0,0,2,71,121,2,169,109,27,96,49,212,63,127,3.18,4.61,0.32,52.97,595,1
963,105,100,5,0,0,893,182,262,0,0,0,0,218,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,8.5,893.0,95.24,0,1
964,38,25,13,0,0,252,160,70,0,0,0,0,86,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,6.63,252.0,65.79,0,1
965,399,240,155,0,0,1833,1606,701,0,0,0,0,791,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,4.59,1833.0,60.15,0,1
966,13,10,3,0,0,110,58,28,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,8.46,110.0,76.92,0,1
967,1210,650,542,2,1398787,3706,3394,1478,0,4,0,36,1801,0,7,0,24,53,87,37.86,9,6336,16,0,24,100,24,24,81,67,38,33,56,66,31,48,1.09,3.06,0.16,53.72,412,1
968,688,535,153,0,0,3875,1720,952,0,0,0,0,1136,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,5.63,3875.0,77.76,0,1
969,1035,552,443,11,1580701,3517,2884,1705,1,74,28,514,1654,7,198,9,352,577,692,45.47,107,147358,220,45,361,349,322,361,187,481,150,553,326,363,269,355,1.22,3.4,0.13,53.33,548,1
970,1777,905,787,0,0,6720,6791,4132,0,0,0,0,4673,0,0,0,0,0,0,0.0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0.99,3.78,6720.0,50.93,0,1
971,149,102,47,0,0,770,502,188,0,0,0,0,229,0,0,0,0,0,0,0.0,0,0,0,0,36,123,168,36,75,198,146,62,165,221,87,26,1.53,5.17,770.0,68.46,0,1
972,169,130,36,0,0,1136,491,311,0,0,0,0,340,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,6.72,1136.0,76.92,0,1
973,161,99,60,2,14933,1011,527,129,0,3,0,28,149,0,3,0,38,51,25,67.11,7,0,3,0,1,25,1,1,0,0,1,0,10,15,4,8,1.92,6.28,4.08,61.49,28,1
974,454,247,181,0,631373,1961,1750,622,0,0,0,0,729,0,0,0,0,0,0,0.0,0,0,0,0,62,446,196,62,154,228,185,204,186,231,97,390,1.12,4.32,0.19,54.41,360,1
975,198,135,41,0,0,798,509,318,0,0,0,0,340,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,4.03,798.0,68.18,0,1
976,343,197,114,0,0,1507,1164,517,0,0,0,0,530,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,4.39,1507.0,57.43,0,1
977,67,46,21,0,0,311,142,72,0,0,0,0,87,0,0,0,0,0,0,0.0,0,0,0,0,3,12,4,3,11,10,11,7,4,17,5,16,2.19,4.64,311.0,68.66,0,1
978,179,138,31,0,0,903,519,230,0,0,0,0,274,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,5.04,903.0,77.09,0,1
979,245,123,92,0,0,890,804,281,0,0,0,0,298,0,0,0,0,0,0,0.0,0,0,0,0,50,145,54,50,212,110,99,158,157,207,174,109,1.11,3.63,890.0,50.2,0,1
980,674,380,282,0,0,3382,2849,1082,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,5.02,3382.0,56.38,0,1
981,147,109,38,0,175162,616,468,237,0,0,0,0,216,0,0,0,0,0,0,0.0,0,0,0,0,62,107,48,62,28,95,90,43,53,99,52,82,1.32,4.19,0.21,74.15,374,1
982,212,151,41,0,0,1197,467,254,0,0,0,0,285,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,5.65,1197.0,71.23,0,1
983,204,142,62,0,0,1046,642,293,0,0,0,0,320,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,5.13,1046.0,69.61,0,1
984,960,567,393,0,0,5719,3668,1540,0,0,0,0,1665,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,5.96,5719.0,59.06,0,1
985,226,140,86,0,0,613,568,305,0,0,0,0,348,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,2.71,613.0,61.95,0,1
986,109,94,15,0,0,644,317,262,0,0,0,0,226,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,5.91,644.0,86.24,0,1
987,165,114,34,0,0,896,538,267,0,0,0,0,238,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,5.43,896.0,69.09,0,1
988,589,347,221,0,0,2613,2282,914,0,0,0,0,1111,0,0,0,0,0,0,0.0,0,0,0,0,18,64,40,18,29,59,36,53,40,46,19,84,1.15,4.44,2613.0,58.91,0,1
989,604,334,246,0,0,3014,2288,883,0,0,0,0,1036,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,4.99,3014.0,55.3,0,1
990,207,134,73,0,0,1413,720,302,0,0,0,0,372,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,6.83,1413.0,64.73,0,1
991,284,132,75,0,314496,1065,749,328,0,0,0,0,333,0,0,0,0,0,0,0.0,0,0,0,0,42,328,107,42,216,108,451,65,33,66,187,359,1.42,3.75,0.2,46.48,419,1
992,62,61,1,0,45138,397,107,93,0,0,0,0,94,0,0,0,0,0,0,0.0,0,0,0,0,5,5,19,5,8,92,37,50,20,21,45,29,3.71,6.4,0.53,98.39,421,1
993,415,230,75,0,0,2118,833,474,0,0,0,0,443,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,5.1,2118.0,55.42,0,1
994,1629,838,708,0,3616235,8059,7136,2440,0,0,0,0,2805,0,0,0,0,0,0,0.0,0,0,0,0,87,812,377,87,230,550,408,432,348,427,373,677,1.13,4.95,0.13,51.44,506,1
995,543,309,202,0,956755,3017,2467,880,0,0,0,0,996,0,0,0,0,0,0,0.0,0,0,0,0,14,169,122,14,29,200,100,113,22,160,82,206,1.22,5.56,0.19,56.91,387,1
996,114,94,20,0,0,965,242,160,0,0,0,0,154,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,8.46,965.0,82.46,0,1
997,876,477,331,0,0,4622,3441,1430,0,0,0,0,1672,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,5.28,4622.0,54.45,0,1
998,95,95,0,0,0,335,178,219,0,0,0,0,216,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,3.53,335.0,100.0,0,1
999,89,73,16,0,0,972,243,180,0,0,0,0,145,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,10.92,972.0,82.02,0,1
1000,2740,1458,1217,0,0,14698,12774,4445,0,0,0,0,5099,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,5.36,14698.0,53.21,0,1
1001,452,250,200,0,0,2097,1872,640,0,0,0,0,720,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,4.64,2097.0,55.31,0,1
1002,0,0,0,0,0,0,0,424,0,0,0,0,411,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1
1003,129,129,0,0,0,594,200,285,0,0,0,0,310,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,4.6,594.0,100.0,0,1
1004,54,54,0,0,0,750,72,2,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,13.89,750.0,100.0,0,1
1005,2815,1604,1208,0,0,11875,12353,4495,0,0,0,0,5337,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,4.22,11875.0,56.98,0,1
1006,51,40,11,0,71740,513,196,93,0,0,0,0,93,0,0,0,0,0,0,0.0,0,0,0,0,21,101,31,21,44,5,76,11,93,26,5,89,2.62,10.06,0.43,78.43,366,1
1007,73,73,0,0,0,481,111,185,0,0,0,0,177,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,6.59,481.0,100.0,0,1
1008,500,252,228,0,0,1987,1730,612,0,0,0,0,639,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,3.97,1987.0,50.4,0,1
